content,score
"Bakal kalah sama indrive, ongkos ojek lebih murah beda 5 rb itu gede cuy. Saya tiap hari naik ojek ya kalo di itung2 sebulan udah selisih 300-500rb aja. Mending buat tip. Jalan 10rb tip 3rb-5rb. Saya seneng tarif standar driver juga seneng dikasih tip. Terus tuh ya gosend juga jadi mahal, apalagi gofood. Gofood cuma ngasih voucher toko yg saya gak pengen jajan kesitu, terus kalo udah belanja lebih dr 200rb juga gak ada diskon. Buat sy sih ini cuma aplikasi alternatif aja. Bukan gaya hdp",1
"Parah nih aplikasi buat tranfer ke Bank aja dipersulit, gagal teruss..",1
"Gapaham, di ig katanya dapet promo cashback, pas diliat di voucher gaada.",2
Sngat membantu sekali,3
Ga habis pikir sya pengguna gopay later tinggl bulan februari di lunasin tgl 1 Maret ngmbil lagi knapa ko di denda aneh jujur sya kecewa.masa baru 1 hari ngmbek kena denda 2000 tiap hari minta kontak cs nya dong,1
"Tolong kalau mau cari driver yg sifat sama sikapnya baik min , baru kali ini saya kirim paket driver minta share lock 2 kali malah marah-marah , a/n darni untuk drivernya , tolong lebih diperhatiin lagi",1
"gojek yg sekarang kok sering merugikan ya ? saya beli promo langganan voucher pack purecash seharaga 50.000 dgn cashback gopay coins 50.000 saldo saya pun terpotong 50.000 & setelah voucher saya gunakan dgn pembelanjaan 74.000 saya mendapat cashback gopay coins 50.000 tapi kenapa saldo saya terpotong 74.000 lagi bukan 24.000 selisih voucher dgn pembelanjaan ? sedangkan voucher nya aja udah motong saldo saya, sama aja bukan cashback tapi beli 50.000 gopay coins dgn 50.000 gopay, ini mau menipu ?",1
kenapa update mulu sedangkan aplikasi gk ada perubahan,2
"Saya pesan gofood, paket makan. Tapi yang datang makanan benyek dan basi. Pengaduannya lambat sekali untuk direspon. makanan mau dkembalikan juga tempatnya tidak tau",1
Ga ada diskon untuk pelanggan lama! . Masa beda nomor beda diskon! .,1
"saya saat top up saldo salah nomor, Tapi saya menghubungi pemilik nomor tersebut untuk bisa masuk ke akun tersebut , namun apa saat masuk pun saldo gopay belum masuk sepeserpun , mohon perbaiki, saya kehilangan saldo saya sebesar 150k perkara aplikasi ini",1
Ya okelah,3
Sungguh MEHONG,2
"Bikin emosi kalau hujan dikit , mulai berjam jam gak bisa order . seklipun udah reda",1
"knp gk bisa apk nya, anehh",2
"kacau, pesan gofood ssh dpt driver bisa lebih dari sejam nngu, trs tiba"" dibatalin sendiri",2
"Akun saya dibekukan dengan tiba tiba tanpa penjelasan secara detail, saya sudah menyanggah tp berkali kali di tolak, padahal saya butuh banget aplikasi ini..semoga kedepannya lbh dipermudah lg untuk para customer yg ud lama berlangganan gojek..sayang sekali udah makai lama tapi g bisa dipulihkan akun saya",1
"Dulu hampir setiap hari make gofood karena promonya banyak banget untuk pembayaran gopay, sekarang promo isinya cuma paylater dan bank2 kredit baru bisa bayar, yg mana bertentangan dgan prinsip saya untuk tidak makai paylater. Selamat tinggal",1
Lambat utk pembayaran via gopay saat ini lemot 29.12.2023,1
"Parah saya aplikasi gojek ini , saya nunggu gofod driverkejauhan minta di cancel ga bisa saya pesen suruh tunggu , saya pesen pake aplikasi lain dan sudah sampe jelang 15 menit datang gojek .. parah dasar aplikasi ga guna",1
"Padahal udah langganan aplikasi ini tapi eror aplikasinya, di aplikasi driver gak gerak2 chat juga gk bisa . Tolong di perbaiki lagi aplikasinya",1
susah amet buat login .. perbaiki dulu lah sistem nya,1
"saya udah top up gopay 310.000.00, buat pembayaran tiktok online shop, ehh malah transaksi gagal, transaksi gagal mulu, nyesel saya pake gopay buat transaksi, udah ribet ngerugiin waktu ama duit",1
"Pakai fitur gojek plus, pesen gofood jadi lama karena di cancel driver dan tidak dapat driver setelah 1jam lebih. Cs tidak membantu",1
tolong ya cara nonaktifkan tabungan bang jago saya bagai mana.masak order makanan bayar pakai gopay harganya lebih murah .giliran ud di aktifkan bang jago .beda nya 12-24rb.tujuan pakai gojek biar order makan gampang sesilih dikit dari pada pergi sendiri .ini pakai tabungan jago gila aja,2
Mohon maaf kok kode otp nya lama banget ya tolong di perbaiki lagi ya🙏,1
Kenapa kalau saya pesan gojeg dapat driver y jauh jadi saya pindah ke maxsim murah dan cepat,1
"Parah, asli parah,....,..",1
Gojek sampah main non aktifkan aplikasi aja sampahhhh,1
"Respon nya lamabat, harus pake jaringan full mulu 🙃",1
Tadi saya pesen ojek eh ternyata si ank udh di rmh llu saya cmn bayar ojek ya krna udh sampe ehh ada notif lgi ojek lgi di jln ya udh ak cancel lh gmn error' bngt apk ya,3
Jangan beli/bayar pulsa pake aplikasi ini. Bonusnya gak keluar bohongin,1
Mau ngirim barang aja ribet,1
"Aduh kenapa sih pas ada diskon gofood 90% pasti smua resto sepi driver, kenapa sih heran bgt",1
Bikin pusing pas waktunya dah mepet mau transfer dari gopay ke rekening lama bgt g bisa bisa,3
"Aplikasi tololll , pay later tanggal 27 udah di tagih tanggal 1 bulan depan , laknat semoga Allah melaknat , pemberitahuan ngak ada jebakan biar bayar denda , laknat",1
Good,5
"Order gosend buat anter orderan sampe satu jam gadapet² padahal cek gocar disekitar ada banyak, bener² mengecewakan!",1
"Padahl cuma ganti device,tapi katanya melakukan kecurangan. Maunya apa sih?bilang aja klo udh bangkrut,makanya semua promo diilangin. G usah alasan pengguna melakukan aktivitas g wajar,emang owner2 kyk gini yang g mau disalahin,semuanya salah pengguna. Fix unisntal aja deh,aplikasi g guna.",1
"layanan gofood tidak bisa lagi menggunakan 2 voucher sekaligus, biasa nya bisa stack 2 vocher resto dan vocher dari gojek, skrg mesti pilih salah satu 😓",1
"Tingkat keamanan yang lebay, mau login salah 1 kali aja input no tlp aja disuruh nunggu 12 jam, pas bisa nomor tlp tidak terdaftar padahal, di dalam nya ada saldo yg urgent dan pingin saya pakai pas bisa login mah validasi no tlp tp nomor tlp yg tertera sehingga SMS tidak masuk, sistem aneh",1
2 x di batalkan driver,1
Lokasiya eror bos udh coba soal tarif y lumayan ngirit ongkos.tp tolong di perbaiki lokasiy lg yg akurat...mksh,1
Jelek banget pelayanan customer carenya .yg dikomplin apa yg dijawab apa.sdh dikasih bukti lengkap.tetap saja komplinan ditutup tanpa solusi.seakan akan sengaja merugikan customer.kalah jauh sm aplikasi grab.buat komplinan aplikasi grab jauh lbh bagus,1
"Tolong dong bukan nya ngebantu malah nyusahin mlm² laper niat nya mau gofood tapi sepi driver trus smp ganti² resto sama aja , nyusahin bgt",1
"Serius mahal banget sekarang begitu terasa, mana cari driver kelamaan padahal samping resto banyak driver. Sistemnya kacau nih gojek, jajanan sama ongkir lebih mahal biaya aplikasi juga.",1
"Drivernya males-males njir, nunggu sampe 30 menit g dapet dapet, padahal dipeta ada banyak driver yang nganggur.",1
Baik dan sopan bpk pngemudinya,3
"Kenapa akun saya sudah tidak bisa di gunakan lagi ya ? Padahal nomor hp dan alamat gmail juga semuanya sudah sinkron. Saya juga sudah mengajukan pelaporan akun bermasalah,jawaban costuner servicesnya ""maaf mulai saat ini akun anda tidak dapat digunakan lagi"". Itu atas dasar apa ya tidak bisa digunakan lagi ? Saya juga sudah mengajukan banding cuman tidak direspon,intinya saya sudah tidak bisa menggunakan gojek dengan menggunakan nomor hp saya dan gmail saya,maka saya akan beralih ke GRAB.",1
Tempat lokasi suka error 😒,1
"Hati2 saat top up di gopay, bbrp kali sy malah telat sekali top saya masuk. Sampai harus bayar cash ke go jek nya..kasihan bgt...ga melindungi costumer, resoin lelet lemot",1
nyesal top up gopay dikit dikit upgrade dikit dikit upgrade mau tf ke sesama gopay aja di paksa upgrade apalah,1
Hallo gojek saya mao jadiin jadi gopay premium selalu gbisa tolong pendapat nya dong mkash,2
baik,2
"kecewa sih, padahal sering langganan gofood, eh sekarang ngga bisa di gabung vouchernya, malah apk sebelah yg bisa di gabung promonya, kok gojek jadi kalah sama apk sebelah, padahal dr dulu aku langganan sama gojek",1
Gw mau update ke gopay plus ga bisa bisa padahal data udah sesuai t lol,1
"AKUN SUDAH PREMIER , SUDAH SINKRON DI BANK JAGO DAN BANK LAINNYA. KOK BISA BISANYA MAU MENGAKTIFKAN PAY LATER DITOLAK DENGAN ALASAN IDENTITAS TIDAK VALID.",1
Drever di serang sedikit dan susah dpat drever nya perlu tambah drever di serang,1
"Knapa Dengan Gopay Saya Tiba"" Terblokir, Padahal Saya Sudah Upgrade Memakay KTP Asli, Dan Saya Ga Pernah Melakukan Transaksi ilegal, Sangat Kecewa Terhadap Gopay",1
Mohon maaf saya mau komplain kemarin saya pesen gosend buat bawa print Canon ke tempat service tapi ngga nyampe dibawa kabur ini gimana yahh,1
"GAUSAH KASIH PENAWARAN VIA TELEPON YA, GANGGU BANG SAT",1
"Tidak pernah lagi mendapat voucher diskon ,Terakhir dapat nya beberapa tahun lalu , sedangkan teman saya selalu dapat voucher dari gojek.",1
Kok gak bisa dibuka apl nya?? Coba install ulang ttp gak bisa..,2
Pelayanan Gojek sekarang semakin menurun yah,1
"Sensitif amat cuma karena longout malah kena blokir aplikasi munafik jaminan saldo kembali cuma iklan doang, padahal apa guna nya pasang pin klo udh keamanan akun sendiri aja kena blok itu bukan akun sendiri namanya akun ngontrak gojek goblokkkkk",1
"Saya login akun di hp baru masa gabisa masuk langsung keluar otomatis, dan login lagi di hp sebelumnya juga sama jadi tdk bs masuk kedalam akun. Tolong perbaiki bugs kalian",2
"Liat yg kerja di lapangan apakah kalian merasakan apa yg mereka rasakan. Kalian hanya duduk manis di dlm ruangan,",1
"Kepada yth, kenapa akun gopay saya ter blokir?? padahal saya tidak pernah melakukan transaksi yang mencurigakan?? untuk dimohon dibuka kembali akun gopay saya, Sekian terimakasih.",1
"Bagus aplikasinya, tapi kekurangannya pas ada diskon GO-FOOD (harus pakai GO-PAY) masa harus top up GO-PAY dulu baru bisa di diskon? Seharusnya sama seperti ShopeeFood & GrabFood bisa lihat diskonnya baru top up ShopeePay & OVO. Tolong dong admin buat diskon GO-FOOD harus di lihatin baru bisa top up GO-PAY",5
"Tiba tiba gopaylater gabisa, suruh nunggu 11 agustus ini dah tanggal 14 tetep gabisa, biasanya pakai aman aman aja, gapernah ada riwayat telat bayar",1
Mohon perbaiki bug aplikasi :(,2
"Aplikasi saya tiba2 tidak bisa digunakan, padahal masi ada saldo gopaynya.. Sudah dihapus data di aplikasinya tidak bisa, sudah uninstall lalu install ulang jg tetep ngga bisa.. Ini gimana solusinya?",1
Hemat nya hapus,1
"Ga jelas tiba-tiba gopay ke blokir dan saldo gopay ketahan ,udah lapor malah di tolak",1
Ga bisa kirim dana ke sesama penguna gopay udah di kirim email ga di tangepin,1
"Saya ingin memesan gojek, tetapi mengapa akun saya tidak dapat di pakai untuk memesan, saat saya memesan pasti di suruh menelepon call center gojek??? Mohon di beri solusi 🙏🏻",3
Tarif nya mahal,1
Kenapa sekarang tidak bisa di cairkan di ATM gopay nya,3
Pangkalpinang MINIM BANGET ASTAGAA,1
Saya kasih bintang 3 dulu deh karena driver kurang memuas kan dan mencurigakan tolong nanti di perbaiki buat pencarian driver yang ramah terimakasih,3
Uang saya dipotong ngga jelas. Goad reveneu deduction lah ini lah itu lah. Makin kesini makin ngga jelas.saya kecewa pake aplikasi ni. Di complain ngga direspon.slow tanggapan,1
Knpa berubah jd bahasa Inggris ya,1
Ongkir gofood nya makin mahal sip,3
GK guna pake Gojek di prakerja...baru downlaod dan sudah upgred dan Uda sambung ke rek prakerja dapat motif akun di bekuan apl apaan ini,1
APLIKASI TOLOL KENAPA AKUN SAYA DI BLOKIR SUDAH 3 X SAYA BEGINI KECEWA SAYA MENGUNAKAN GOJEK. LEBIH BAIK SAYA MENGUNAKAN DANA/OVO LEBIH BAGUS DI TIMBANG APLIKASI SAMPAH KEK GINI NGTD,1
"Aplikasi tidak mau berjalan.. apapun yg saya klik hanya memunculkan ""SILAHKAN CEK KONEKSI INTERNET ANDA"" saya cek internet saya lancar2 saja. Bahkan saya ganti dari wifi ke data pribadi saya tetap sama..semua sama mau go car, go ride, go food, bahkan saya coba log out dan ingin log in kembali tetap muncul tulisan itu...saya complaint ini karna saya merasa koneksi internet saya lancar2 saja",1
"Gila banget sih nih apk, jadi bikin customer males pake layanan apk ini klo lagi gak butuh² bgt, tiap di buka minta update mulu. Kasihan dirver loe woy jadi susah cari rejeki karna customer beralih ke yg lebih simpel..!!",1
"Gofoodnya lama!!! Pusat bantuan sama sekali tidak membantu, tidak sama sekali menyelesaikan masalah, makanan lagi disiapin harusnya bisa sambil cari driver, tapi skrg harus nunggu lagi setelah makanan selesai, itupun belum tentu bisa langsung ketemu driver😭😭😭 capek bgt ngulur waktunya, yg harusnya bisa lebih cepat malah jadi lama!!!!",1
Kenapa gojek akhir akhir ini sering eror,2
Drivernya kebanyakan ngawur lama banget jemputnya,1
Berkali kali order ke tujuan yang sama berkali kali juga di cancel sama drivernya!!!!!!!!!,5
Lama banget ngirim kode otp doang ke sms sampe 7 kali pun ga bisa kacau,1
"Semenjak di update oleh MAB makin parah makin gajelas, gapernah buat masalah gapernah telat bayar tapi tiba-tiba pas mau kredit di tokopedia tenor 12bulan dan 6bulan selalu tidak bisa digunakan percuma di kasih limit besar tapi tenor hanya 1bulan dan 3bulan jadi ogah kredit semenjak berubah ke MAB",1
Loding y lama kebuka y dan selalu berkedip kedip,2
Gofood lagi ada trouble ya?? Ak order makanan tapi kok ga bisa terus? Padahal ak selalu update apk nya..,1
"Isi saldo 200rb gak masuk,uda 1 minggu gada masuk juga ,uda pelaporan berkali kali..mengecewakan",1
1😡,1
"Sperti kita di bodohin ma gojek, kita disuru kumpulin poin, dr warga ampe anak juragan. Tp diskon nya cm 3rb...🥴🥴🥴",1
"Dulu make gpaylater bunga kecil walau terlambat, Skrg sudah ga masuk akal bunganya, make 25k terlambat 7hari tagihan sudah 110k, setelah lunas ga bakal make gojek lagi",1
Saya oean goride susah dapat dari tadi,2
kenapa sekarang muncul biaya jasa aplikasi? jadi kerasa discount - 3000 🙁,3
"Aplikasi tolol, cs tolol, tiba2 dompet diblok jadi ga bsa bayar paylater ngerugiin consumen jadinya, tanpa penjelasan dari cs ,nanti kami bantu ya, gtu aja trus taii",1
"Sekarang gofood jaadi mahal,ga ada promo yg bisa di pake double yg kaya waktu itu,tolong perbaiki lagi promo gofood nya biar rame lagi",1
"banyak masalah drivernya, pernah ditabrak sampe 3x karena driver berkendara tapi penglihatan fokus ke hp, ada yang suka nerobos lampu merah, ngobrol sama penumpang sampe lupa itu motor dari kiri langsung banting stir ke kanan, dan ga ada tanggung jawab sama sekali, dengan muka tanpa dosa mereka langsung pergi, beberapa pesanan gofood/gomart tidak sesuai lalu saya menghubungi CS tapi tidak ada penyelesaian sama sekali (bahkan pesanan terakhir yang saya komplain sampai hari ini belum selesai)",1
"akun tidak bisa digunakan! Gojek mendeteksi pemakaian akun yg tidak biasa , sangat kecewa dengan gojek skrng !!!!!",1
"Kecewa, mau top up gk bisa",1
"apk jelek ,tiap masukin nomer buat login di suruh nunggu 15 menit tolong perbaiki",2
"Karena sekarang udah mahal, bye :(",5
Gojek tuh sekarang untuk go foodnya bisa ya 1 driver 2 orderan? Kalau memang bisa tolong di bikinnya yg masih 1 arah jangan beda arah. Udah lama nunggu proses pwmbuatan makanannya lama di jalan belom ke lokasi 1 baru ke lokasi 2 nanti makanannya udh gak panas lagi atau tidak sesuai harapan cst,3
Harganya skrng mahal bgt....,1
"DRIVERNYA GA MAU AMBIL ORDERAN, DRIVER PURWAKARTA PEMALAS",1
Anjg payah kalii,1
Kenapa ya ko Gojek nya ga bsa di download ya!!,1
"Paling males ada promo otomatis terpasang gk bisa di batalin, padahal mau pake promo yg lain jadi gk bisa padahal min order udh terpenuhi.keselllll. itu kenapa sii????",1
Aplikasi gojek kurang responsif...lemot ..ketikan sering hilang..jd ngulang2 terus...perlu perbaikan lg..,3
Promo gak masuk akalll bikin resto rugi pembeli tetep bayar mahal resto rugi potongan diskon gede untung di ambil goto semua kalau buat promo yg masuk akal sama sama menguntungkan,1
gajelas bgt saya mesen gocar udh nympe rmh eh malah ada gocar lain yg lgi menuju ke pesenan saya padahal yang pertama nganter saya udah bener klo itu sayaa gajelas bgt gojek bikin gaenakan ajaa untung gapapa saya cancel,3
3 dlu nti klo lbih baik tak ksih 5,3
Semakin update semakin mahal ongkos kirim tidak masuk akal,1
Emang gojek ini jelek banget ya!!kecewa berat ama gojek!!dl aplikasi bermasalah!!sekarang pesen gofood pihak gojek lebih mihak resto..pesen makanan di pancious rasa hambar!!koki lupa kasi garem!!solusi dari gofood sangat mengecewakan..aku pesen d kantor jadi ga bisa nambahi garam..nyesel beli di pancious..,3
"Hampir setiap hari pakai goride tp semaki kesini ga ada reward atau promo, pdhl sebelumnya ada...mari geser ke aplikasi sebelah",2
Jelek,2
"sudah kena biaya aplikasi,,pihak penjual pun menaikan harga 10%,,,",1
Mesen gofood gagal terus kenapa yaa,1
Admin gopay laternya kebnyakan telpon. Ganggu banget.. Udah aja gk pake gojek.. Admjnya gangguin orang idup bgt .. Uninstal aja..,1
promo gofood sekarang tidak bisa di gabung dengan promo lain ( tdk bisa double promo ) sekarang cuma bisa pake 1 promo doang,2
"Gabisa upgrade gopay plus gara gara foto ktp burem katanya, kalau dari kelurahannya burem terus mau di apain ? Padahal cuman mau ngambil uang refund tokopedia yang masuk otomatis ke gopay, apa harus bikin ktp lagi buat ngambil uang 100 rb di gopay ? Apa harus seribet itu min ?",1
Kenapa aplikasi ya jadi berat begini driver ya jadi kebanyakan nongkrong susah dapat orderannya,1
Apk kocak. Baru aa daftat langsung di blokir,1
Makin buruk pelayanannya masa saya salah pencet gofood gabisa dibatalin bahkan nomor CS yg dihubungi tidak ada,1
Apk payah sekarang top up dan transfer eror terus proses lama bukanya tambah bagus malah tambah sulit hati hati dengan apk ini,1
"Kecewa sama gojek, setelah diupdate sekarang promo di gofood ngak bisa pake 2 voucher lagi 😭😭😭",1
Ga bisa di transfer Sudah lama sekali tolong di perbaikin,1
"Sekarang susah dapet pengendara ,kalo ada dapet jauh dan di cancel terus",1
